Depth_m,Density_g_cm3,Vp_m_s,Vs_m_s,Bulk_Modulus_GPa,Shear_Modulus_GPa,Youngs_Modulus_GPa,Poissons_Ratio,Gamma_Ray_gAPI,Neutron_Porosity_pu
2645.664,2.2529,4.000971364438873,2.31839258114374,1.9918293622949113e-05,1.2109211698745128e-05,3.020637191488614e-05,0.2472476601435753,8.8906,18.0129
2645.7402,2.2663,4.053886903471473,2.314421090997449,2.1058321455868418e-05,1.21395379028003e-05,3.054849403485831e-05,0.2582231003954241,8.9155,17.918
2645.8164,2.2806,4.053886903471473,2.314421090997449,2.1191196184200467e-05,1.2216136496106589e-05,3.074125027396985e-05,0.2582231003954241,9.0262,17.8483
2645.8926,2.2938,4.138268118500014,2.338705655324814,2.255387451198562e-05,1.2546040353489078e-05,3.175078607580794e-05,0.26537079354196336,9.1386,17.7619
2645.9688,2.3041,4.138268118500014,2.338705655324814,2.2655149648210852e-05,1.2602376658154233e-05,3.189335870488668e-05,0.2653707935419634,9.2372,17.6394
2646.045,2.3109,4.172678810512742,2.3530501644355923,2.317552700703107e-05,1.2795095286938068e-05,3.241913681924568e-05,0.26685796753467383,9.4001,17.493
2646.1212,2.3142,4.172678810512742,2.3530501644355923,2.320862200859894e-05,1.281336687569002e-05,3.246543183482554e-05,0.26685796753467383,9.6968,17.3656
2646.1974,2.3147,4.161302345647493,2.3693108943215826,2.275718536961521e-05,1.2993878883562238e-05,3.2748695605464036e-05,0.2601585676965334,10.0807,17.2998
2646.2736,2.3135,4.161302345647493,2.3693108943215826,2.2745387459543257e-05,1.2987142522625494e-05,3.2731717839564966e-05,0.2601585676965334,10.4112,17.3104
2646.3498,2.3115,4.125006090068046,2.3810937407232653,2.1858003311114437e-05,1.3105297509980762e-05,3.2767201581607783e-05,0.2501510002597371,10.5533,17.3908
2646.426,2.3096,4.125006090068046,2.3810937407232653,2.184003653357123e-05,1.3094525255916748e-05,3.2740267693221426e-05,0.25015100025973713,10.4682,17.5136
2646.5022,2.3084,4.063626146394531,2.394552863603975,2.0470613196777828e-05,1.323609647886558e-05,3.266746851548922e-05,0.2340295557549848,10.2391,17.6336
2646.5784,2.308,4.063626146394531,2.394552863603975,2.0467066044950283e-05,1.3233802925498944e-05,3.266180789020496e-05,0.23402955575498477,9.994,17.7061
2646.6546,2.3078,3.9834129013961546,2.3405841784802948,1.9761997447219135e-05,1.2642899889583342e-05,3.126199401016063e-05,0.23634586539429198,9.8268,17.711
2646.7308,2.3068,3.9834129013961546,2.3405841784802948,1.9753434314604868e-05,1.2637421555286792e-05,3.1248447778247054e-05,0.23634586539429203,9.8053,17.6571
2646.807,2.3036,3.873328927972348,2.2820879307646864,1.8564197666596138e-05,1.199697677577172e-05,2.961206934907451e-05,0.23414714817474008,9.9856,17.5758
2646.8832,2.2975,3.873328927972348,2.2820879307646864,1.8515039129625204e-05,1.1965208431296897e-05,2.9533655725602834e-05,0.23414714817474006,10.3793,17.5276
2646.9594,2.2886,3.7526039229977495,2.1915397076365237,1.7572422694443595e-05,1.0991794019631753e-05,2.7286103401421783e-05,0.2412033628308439,10.9778,17.6117
2647.0356,2.2784,3.7526039229977495,2.1915397076365237,1.7494104634720036e-05,1.0942804987472245e-05,2.716449269850536e-05,0.24120336283084387,11.7484,17.9117
2647.1118,2.2679,3.6601445324789794,2.0987124729484363,1.706337556492529e-05,9.989178832635577e-06,2.5074524413665278e-05,0.25508436848404775,12.5915,18.4463
2647.188,2.2567,3.6601445324789794,2.0987124729484363,1.697910826639927e-05,9.93984737934155e-06,2.4950694141857417e-05,0.25508436848404775,13.2998,19.1471
2647.2642,2.2415,3.5894337809526844,2.0067193496333195,1.6844434967240828e-05,9.026346891774101e-06,2.2975174932799464e-05,0.2726729433441793,13.6911,19.9058
2647.3404,2.2186,3.5894337809526844,2.0067193496333195,1.667234593723868e-05,8.934130365420486e-06,2.2740451976760593e-05,0.2726729433441793,13.6926,20.6641
2647.4166,2.1836,3.544293199561847,1.9596749305626993,1.624943373824361e-05,8.38573548997802e-06,2.1464807135121373e-05,0.27984046007499536,13.377,21.4693
2647.4928,2.1333,3.544293199561847,1.9596749305626993,1.587512227230037e-05,8.192567100554181e-06,2.097035769433707e-05,0.2798404600749953,12.95,22.4222
2647.569,2.0686,3.51023472967277,1.938742603296244,1.512170874666511e-05,7.775294153365737e-06,1.9912932465129753e-05,0.2805259886219177,12.636,23.5737
2647.6452,1.9961,3.51023472967277,1.938742603296244,1.459172523891435e-05,7.502786744432634e-06,1.9215026826668035e-05,0.2805259886219177,12.5511,24.8366
2647.7214,1.9273,3.506358150096977,1.9537171584183866,1.3886581632269592e-05,7.356524789755175e-06,1.8757299241332824e-05,0.27487501078325527,12.6441,25.9163
2647.7976,1.8741,3.506358150096977,1.9537171584183866,1.3503265001316061e-05,7.1534598186479395e-06,1.823953432687275e-05,0.27487501078325527,12.762,26.2678
2647.8738,1.8455,3.5112577975151633,1.9697964543663824,1.3205414763919356e-05,7.160720991201233e-06,1.8193626096297362e-05,0.2703766924205579,12.7614,25.367
2647.95,1.846,3.5112577975151633,1.9697964543663824,1.3208992497531906e-05,7.16266104023705e-06,1.819855528245187e-05,0.2703766924205579,12.5483,23.4014
2648.0262,1.8763,3.5351057574207645,1.9958263133460408,1.3482858798733458e-05,7.473908331433299e-06,1.8924871310847773e-05,0.26606257874843875,12.1474,21.2182
2648.1024,1.933,3.5351057574207645,1.9958263133460408,1.3890297957656968e-05,7.699762726994919e-06,1.9496762907780597e-05,0.26606257874843875,11.7084,19.574
2648.1786,2.0095,3.56494563691824,2.0276392239091128,1.4522809820300625e-05,8.261699192481678e-06,2.0834364172738542e-05,0.2609006747484986,11.3883,18.7063
2648.2548,2.1008,3.56494563691824,2.0276392239091128,1.5182641886283929e-05,8.637062783560842e-06,2.178095658327402e-05,0.2609006747484986,11.2705,18.4884
2648.331,2.1854,3.6045880445464644,2.0683337291758557,1.592948786793751e-05,9.349150849079706e-06,2.3458183861324106e-05,0.25456227201817144,11.3948,18.6732
2648.4072,2.2507,3.6045880445464644,2.0683337291758557,1.6405462773115655e-05,9.628504537395304e-06,2.4159117057143848e-05,0.25456227201817144,11.8024,19.0142
2648.4834,2.2915,3.633953140126568,2.1183068834548977,1.6550702523837693e-05,1.0282473916286339e-05,2.5555188089366536e-05,0.2426575694439572,12.5209,19.2935
2648.5596,2.3121,3.633953140126568,2.1183068834548977,1.669948911427673e-05,1.0374910731767683e-05,2.5784922706272912e-05,0.2426575694439572,13.5902,19.359
2648.6358,2.3205,3.6864174625885475,2.1691155801281115,1.697737477506343e-05,1.091809729909445e-05,2.6972347443311215e-05,0.2352128170513881,14.9792,19.1654
2648.712,2.324,3.6864174625885475,2.1691155801281115,1.700298167517665e-05,1.093456501749429e-05,2.7013029716981365e-05,0.23521281705138822,16.5683,18.7902
2648.7882,2.3264,3.759245486870391,2.1981207798136357,1.7889116490516778e-05,1.1240548217105484e-05,2.7881834918432937e-05,0.24023465670487967,18.1929,18.34
2648.8644,2.3286,3.759245486870391,2.1981207798136357,1.7906033639880233e-05,1.1251178034023311e-05,2.7908201853104772e-05,0.24023465670487967,19.7071,17.8925
2648.9406,2.3304,3.8255268571313823,2.216636995147834,1.8837438009498618e-05,1.1450372785868491e-05,2.8563632175953513e-05,0.2472795737797027,20.952,17.5152
2649.0168,2.3309,3.8255268571313823,2.216636995147834,1.884147968432043e-05,1.145282952565262e-05,2.8569760658655187e-05,0.24727957377970267,21.8012,17.2722
2649.093,2.3298,3.940545341481609,2.2402902381263883,2.058618375067277e-05,1.1693034037863219e-05,2.949472795184656e-05,0.26120936004888345,22.2209,17.1981
2649.1692,2.3269,3.940545341481609,2.2402902381263883,2.0560559262357483e-05,1.167847922684519e-05,2.94580146240672e-05,0.26120936004888345,22.2191,17.2448
2649.2454,2.3228,4.070752020684976,2.264558032271438,2.2608721168890082e-05,1.1911836573766473e-05,3.0397081979809087e-05,0.27591919984668056,21.8544,17.3067
2649.3216,2.3186,4.070752020684976,2.264558032271438,2.2567840925688197e-05,1.1890298036824068e-05,3.0342119114166242e-05,0.27591919984668056,21.2114,17.2748
2649.3978,2.3151,4.1830438505961665,2.308888006811523,2.4053666947985197e-05,1.2341714358198374e-05,3.1617580266643694e-05,0.28092335266375346,20.3761,17.0972
2649.474,2.313,4.1830438505961665,2.308888006811523,2.4031848149405964e-05,1.2330519334159577e-05,3.158890033119384e-05,0.28092335266375346,19.5208,16.8048
2649.5502,2.3127,4.2371290948141045,2.347974794706272,2.452066875280054e-05,1.2749881881709224e-05,3.259945684146068e-05,0.27842191574446445,18.9642,16.4938
2649.6264,2.3143,4.2371290948141045,2.347974794706272,2.4537632937521634e-05,1.2758702658727744e-05,3.262201019076943e-05,0.27842191574446457,19.02,16.2589
2649.7026,2.3178,4.23296294907529,2.3903557614788835,2.3872353636252725e-05,1.3243447184663722e-05,3.3529970005193915e-05,0.26590794442184745,19.7745,16.1583
2649.7788,2.3231,4.23296294907529,2.3903557614788835,2.3926941380782945e-05,1.3273730328195831e-05,3.360664134915264e-05,0.26590794442184745,21.0971,16.2066
2649.855,2.3294,4.194707072375212,2.4434236790841974,2.244409912805486e-05,1.390726172037149e-05,3.457950383816804e-05,0.2432175554557822,22.746,16.3738
2649.9312,2.3359,4.194707072375212,2.4434236790841974,2.250672754925017e-05,1.3946068795662302e-05,3.4675995112722905e-05,0.24321755545578222,24.3401,16.5915
2650.0074,2.3408,4.13876822762139,2.5090591192939073,2.0448211854621832e-05,1.4736220036153178e-05,3.5645815517347874e-05,0.20946265154483437,25.4764,16.8076
2650.0836,2.3422,4.13876822762139,2.5090591192939073,2.0460441646400915e-05,1.4745033564882936e-05,3.566713478500179e-05,0.2094626515448344,25.9386,16.991
2650.1598,2.3387,4.080955007738819,2.5138704119596893,1.924313818092256e-05,1.477951860083316e-05,3.5301014056859375e-05,0.19425452919925834,25.7325,17.1302
2650.236,2.3304,4.080955007738819,2.5138704119596893,1.9174844664481096e-05,1.4727066381913712e-05,3.5175731456837165e-05,0.1942545291992584,25.0147,17.2269
2650.3122,2.3186,4.038289556490344,2.469333838866245,1.8960667753250875e-05,1.4137917636575305e-05,3.3970457877461723e-05,0.20139538051837716,23.9658,17.2891
2650.3884,2.306,4.038289556490344,2.469333838866245,1.885762953463147e-05,1.4061087755517405e-05,3.378585174908425e-05,0.20139538051837713,22.7556,17.3093
2650.4646,2.2954,4.020073991519332,2.3922750237226094,1.9580577276623685e-05,1.3136527807962142e-05,3.220705666326918e-05,0.22585880889119947,21.5474,17.2899
2650.5408,2.2888,4.020073991519332,2.3922750237226094,1.9524276932445886e-05,1.3098756141353904e-05,3.211445120279276e-05,0.22585880889119947,20.554,17.2553
2650.617,2.2869,4.008000220913398,2.3456781572574035,1.995958542297698e-05,1.2582994941270931e-05,3.119386743921838e-05,0.2395247548302551,19.9042,17.2247
2650.6932,2.2892,4.008000220913398,2.3456781572574035,1.997965934246312e-05,1.259565001511103e-05,3.12252399938164e-05,0.23952475483025507,19.5429,17.1974
2650.7694,2.2942,4.005250978645232,2.336156700316623,2.010911701612236e-05,1.2520890452253857e-05,3.110653619874247e-05,0.2421854626618448,19.3482,17.1677
2650.8456,2.3008,4.005250978645232,2.336156700316623,2.0166967322244938e-05,1.2556910797901527e-05,3.119602409818964e-05,0.24218546266184482,19.2,17.1257
2650.9218,2.3082,4.000845322961939,2.349656301095196,1.9955736189927234e-05,1.2743306141348486e-05,3.152048307333154e-05,0.23674667796986884,18.9941,17.078
2650.998,2.316,4.000845322961939,2.349656301095196,2.002317174242764e-05,1.2786369042268046e-05,3.162699887264355e-05,0.23674667796986879,18.7025,17.0431
2651.0742,2.3239,3.985689179010796,2.366026100807616,1.957098463514514e-05,1.3009376972598552e-05,3.194900142730342e-05,0.22792204017906093,18.459,17.037
2651.1504,2.3317,3.985689179010796,2.366026100807616,1.9636673210451364e-05,1.3053041992774233e-05,3.2056235908620586e-05,0.22792204017906093,18.3764,17.069
2651.2266,2.3386,3.965729229688323,2.3902395415257067,1.8964521783244816e-05,1.3360994911050645e-05,3.246001260078919e-05,0.21473037063812084,18.4523,17.1297
2651.3028,2.3436,3.965729229688323,2.3902395415257067,1.900506852442168e-05,1.338956113638001e-05,3.252941312375334e-05,0.2147303706381208,18.5979,17.1687
2651.379,2.3457,3.9282400247448193,2.3589213352361553,1.8793099120164053e-05,1.3052670792282886e-05,3.179661015776558e-05,0.21801164925436725,18.6947,17.1164
2651.4552,2.3447,3.9282400247448193,2.3589213352361553,1.8785087396959824e-05,1.3047106282417053e-05,3.178305488208763e-05,0.21801164925436733,18.5672,16.9563
2651.5314,2.3408,3.8905191571052393,2.3288633114633104,1.850324423386595e-05,1.2695573000401646e-05,3.099734792590739e-05,0.2207935760334229,18.0984,16.74
2651.6076,2.3352,3.8905191571052393,2.3288633114633104,1.8458978099335166e-05,1.2665200816190157e-05,3.092319159115642e-05,0.2207935760334229,17.3433,16.5507
2651.6838,2.329,3.874761800035341,2.2751549053548996,1.889286170041819e-05,1.2055672205186517e-05,2.9823488452989863e-05,0.23690690761148053,16.5159,16.4627
2651.76,2.3231,3.874761800035341,2.2751549053548996,1.8845000865711254e-05,1.2025131859110693e-05,2.9747937322945793e-05,0.23690690761148053,15.8635,16.5102
2651.8362,2.3182,3.867843601053759,2.250612494443616,1.902439791083597e-05,1.1742277850457798e-05,2.9215928476729586e-05,0.24404859299043666,15.5939,16.6775
2651.9124,2.3147,3.867843601053759,2.250612494443616,1.8995675025542245e-05,1.172454945235729e-05,2.917181849930376e-05,0.24404859299043669,15.8181,16.9036
2651.9886,2.3128,3.887209702720282,2.2418506742101116,1.9448813207147086e-05,1.1623888673451406e-05,2.9078576670107986e-05,0.2508110446946437,16.5498,17.1144
2652.0648,2.3127,3.887209702720282,2.2418506742101116,1.9447972286479188e-05,1.1623386084006859e-05,2.9077319381251605e-05,0.25081104469464377,17.6912,17.2787
2652.141,2.3142,3.918810676959116,2.2560815386949815,1.983394037303049e-05,1.1779055626763938e-05,2.9497754216229715e-05,0.2521272991192096,19.0108,17.4274
2652.2172,2.3169,3.918810676959116,2.2560815386949815,1.9857080827186222e-05,1.1792798367318888e-05,2.9532169537456852e-05,0.25212729911920967,20.2151,17.6086
2652.2934,2.3201,3.9466988479731087,2.272205440769091,2.016756602101073e-05,1.1978485042697233e-05,2.9996640482551817e-05,0.2521049354584065,21.1024,17.8355
2652.3696,2.3226,3.9466988479731087,2.272205440769091,2.0189297375285342e-05,1.1991392336609887e-05,3.0028963055374703e-05,0.2521049354584065,21.6015,18.0911
2652.4458,2.3232,3.9394146970670234,2.2683280234512972,2.011559476351437e-05,1.1953588889451086e-05,2.993182269254763e-05,0.2520015105656739,21.7058,18.3428
2652.522,2.3214,3.9394146970670234,2.2683280234512972,2.010000933368727e-05,1.1944327327811533e-05,2.990863171422179e-05,0.2520015105656739,21.4791,18.55
2652.5982,2.3172,3.8975187843014902,2.224062635674753,1.99172142211163e-05,1.1461924616277774e-05,2.8851334797632223e-05,0.25857287338370233,21.0862,18.6941
2652.6744,2.3111,3.8975187843014902,2.224062635674753,1.9864782403945226e-05,1.1431751243172607e-05,2.8775384019854922e-05,0.25857287338370233,20.6411,18.8072
2652.7506,2.3034,3.8119345567875698,2.1568087721545233,1.9183666409854982e-05,1.0715011585049002e-05,2.7099560210888616e-05,0.26456047181047815,20.1993,18.9668
2652.8268,2.294,3.8119345567875698,2.1568087721545233,1.9105379328039995e-05,1.0671284438700361e-05,2.6988968969253484e-05,0.26456047181047815,19.7756,19.2405
2652.903,2.2827,3.7270544042337774,2.0853031283651857,1.847377471857718e-05,9.926296153417116e-06,2.5255478662348623e-05,0.2721501692075977,19.4087,19.6476
2652.9792,2.2695,3.7270544042337774,2.0853031283651857,1.83669477915674e-05,9.868896096806474e-06,2.5109435678889114e-05,0.2721501692075977,19.1317,20.1526
2653.0554,2.2556,3.669477364332873,2.0420441344158133,1.7830830321237365e-05,9.405726243312216e-06,2.399761464247064e-05,0.27569174467169616,18.9571,20.6606
2653.1316,2.2426,3.669477364332873,2.0420441344158133,1.7728063521194767e-05,9.35151696810249e-06,2.3859305992731268e-05,0.27569174467169616,18.8382,21.0181
2653.2078,2.2328,3.6427173141413443,2.010308768389082,1.7596550116343387e-05,9.023506953468255e-06,2.311875648081698e-05,0.2810294600555001,18.6509,21.0702
2653.284,2.2278,3.6427173141413443,2.010308768389082,1.7557145444818073e-05,9.003300246746943e-06,2.3066985707615576e-05,0.2810294600555002,18.2281,20.7724
2653.3602,2.2284,3.643575150530578,2.0111656644929625,1.7565563788162208e-05,9.01340408625093e-06,2.3090706786658728e-05,0.2809093304649102,17.4441,20.262
2653.4364,2.234,3.643575150530578,2.0111656644929625,1.7609706292745637e-05,9.036054895299128e-06,2.314873405196356e-05,0.2809093304649101,16.2624,19.7447
2653.5126,2.2434,3.666325855536176,2.042008564644846,1.768295733560661e-05,9.354527027431186e-06,2.3856734471634855e-05,0.27514381014012995,14.8092,19.3645
2653.5888,2.255,3.666325855536176,2.042008564644846,1.7774391009981686e-05,9.40289669557695e-06,2.3980091037504057e-05,0.2751438101401299,13.3318,19.1631
2653.665,2.2672,3.7018819114244597,2.0610693217134464,1.8228108182897647e-05,9.631080901124954e-06,2.4566547473424642e-05,0.2753785232224119,12.0828,19.114
2653.7412,2.2788,3.7018819114244597,2.0610693217134464,1.8321371262873657e-05,9.680357779412292e-06,2.469224081794287e-05,0.27537852322241196,11.2614,19.1249
2653.8174,2.289,3.7018819114244597,2.0610693217134464,1.840337845388705e-05,9.723687448251158e-06,2.480276427605373e-05,0.27537852322241196,10.896,19.0924
2653.8936,2.2971,3.781736248711195,2.0694375040736963,1.9735382146588882e-05,9.837495183922098e-06,2.5307479447605935e-05,0.2862765863899579,10.9018,18.959
2653.9698,2.3026,3.8471587445236684,2.094059548787878,2.0617134734621334e-05,1.009709762792435e-05,2.6040278147725075e-05,0.28949323396203286,11.1004,18.7309
2654.046,2.3059,3.8471587445236684,2.094059548787878,2.064668243922667e-05,1.011156840972412e-05,2.607759809816697e-05,0.2894932339620328,11.3357,18.4604
2654.1222,2.308,3.862877970823105,2.136858495519818,2.0387965519852407e-05,1.0538707042552008e-05,2.696924609596046e-05,0.2795329629653364,11.5076,18.2202
2654.1984,2.3106,3.862877970823105,2.136858495519818,2.0410932898687594e-05,1.0550579069549685e-05,2.6999627395721943e-05,0.27953296296533653,11.6245,18.0615
2654.2746,2.3152,3.8676031138773106,2.152705041977042,2.032630268189055e-05,1.0728958607598619e-05,2.737106307409872e-05,0.27556942267973633,11.7708,17.9953
2654.3508,2.3223,3.8676031138773106,2.152705041977042,2.038863714502178e-05,1.0761860994482667e-05,2.7455001631383658e-05,0.27556942267973633,12.0794,17.9867
2654.427,2.3313,3.876846526228495,2.2312033198665673,1.956484772001346e-05,1.1605836781910728e-05,2.9069513783569633e-05,0.25236612963911487,12.5688,17.9726
2654.5032,2.341,3.876846526228495,2.2312033198665673,1.9646252525437096e-05,1.1654125983980188e-05,2.919046530576782e-05,0.2523661296391148,13.1189,17.8885
2654.5794,2.35,3.910314223511406,2.2739616470405672,1.973065145790381e-05,1.2151618694696906e-05,3.024567014551764e-05,0.2445119825360043,13.5232,17.7361
2654.6556,2.3572,3.910314223511406,2.2739616470405672,1.9791102815562068e-05,1.2188849186016831e-05,3.0338337730644337e-05,0.24451198253600434,13.6928,17.5779
2654.7318,2.3621,3.95656090741284,2.2973708369575214,2.0354587015971407e-05,1.2466957736308104e-05,3.105964449110132e-05,0.2456785828608715,13.6817,17.4836
2654.808,2.365,3.95656090741284,2.2973708369575214,2.0379576771843864e-05,1.2482263683319364e-05,3.109777707186597e-05,0.24567858286087152,13.6648,17.5002
2654.8842,2.3666,3.997314140629918,2.2825596120247758,2.1374537567462043e-05,1.2330171499898347e-05,3.102482696166618e-05,0.2580857842051084,13.9137,17.6168
2654.9604,2.368,3.997314140629918,2.2825596120247758,2.1387182016289245e-05,1.2337465609633774e-05,3.1043180193199325e-05,0.25808578420510847,14.7144,17.7571
2655.0366,2.3703,3.997314140629918,2.2825596120247758,2.140795503936249e-05,1.23494487899134e-05,3.107333193071805e-05,0.25808578420510836,16.1185,17.8365
2655.1128,2.3745,4.029960268928451,2.2738344174082616,2.2194014177463075e-05,1.2276931863273231e-05,3.109689946206036e-05,0.2664768285913345,17.951,17.8258
2655.189,2.3804,4.052307741396824,2.3002263247620722,2.2295960670470852e-05,1.2594794341863713e-05,3.179708421564221e-05,0.26231057659878565,19.9693,17.7731
2655.2652,2.3868,4.052307741396824,2.3002263247620722,2.2355906120097397e-05,1.2628657005192538e-05,3.188257461178577e-05,0.26231057659878565,22.0456,17.7571
2655.3414,2.3909,4.056886924924965,2.304114371157447,2.2426022297356495e-05,1.269315190327636e-05,3.20354273331217e-05,0.26191774813837637,24.1222,17.8304
2655.4176,2.3894,4.056886924924965,2.304114371157447,2.2411952686144806e-05,1.2685188488723303e-05,3.201532898480113e-05,0.2619177481383763,26.1475,17.9833
2655.4938,2.3798,4.044027894239648,2.298197106593971,2.216041604200473e-05,1.256941331701327e-05,3.17124589575648e-05,0.2614932040877578,27.9476,18.1777
2655.57,2.3613,4.044027894239648,2.298197106593971,2.1988146230769718e-05,1.247170168310927e-05,3.146593383330439e-05,0.2614932040877578,29.2777,18.4027
2655.6462,2.3358,4.012696339731091,2.2691436662750757,2.1574339387508555e-05,1.2027064514470897e-05,3.0427116995612456e-05,0.2649436177465715,29.8813,18.6871
2655.7224,2.3072,4.012696339731091,2.2691436662750757,2.1310178882977886e-05,1.1879802743294484e-05,3.0054561320437136e-05,0.26494361774657155,29.6249,19.0771
2655.7986,2.2798,3.967820042177615,2.2541711040113594,2.0446491320263645e-05,1.158431893737109e-05,2.923227117950474e-05,0.26171729807961497,28.5428,19.5907
2655.8748,2.2569,3.967820042177615,2.2541711040113594,2.0241111615362326e-05,1.1467957456686033e-05,2.8938640593483745e-05,0.2617172980796149,26.8793,20.1833
2655.951,2.2403,3.9175665844937373,2.2397897772114614,1.939752616782644e-05,1.123881946874e-05,2.8258795155590863e-05,0.25719588406018756,24.973,20.7508
2656.0272,2.2304,3.9175665844937373,2.2397897772114614,1.9311807510029945e-05,1.1189154552103599e-05,2.8133918098035906e-05,0.25719588406018756,23.126,21.1526
2656.1034,2.2263,3.878336285347829,2.2594028742154544,1.8333485240099416e-05,1.1365041871081469e-05,2.8256360829468618e-05,0.2431261208710273,21.4769,21.2588
2656.1796,2.2267,3.878336285347829,2.2594028742154544,1.8336779222984042e-05,1.1367083831620673e-05,2.8261437658436763e-05,0.24312612087102728,20.0154,21.039
2656.2558,2.2303,3.878336285347829,2.2594028742154544,1.8366425068945666e-05,1.1385461476473522e-05,2.8307129119150097e-05,0.2431261208710273,18.6308,20.5986
2656.332,2.2364,3.868388488752102,2.2549182074288017,1.830468353136557e-05,1.1371324951674484e-05,2.826168707245129e-05,0.24267344362055276,17.2431,20.0821
2656.4082,2.2447,3.8657636405144205,2.282004210627192,1.7959255618656886e-05,1.1689372259918726e-05,2.8816139386502303e-05,0.23257856563046342,15.8404,19.6068
2656.4844,2.2546,3.8657636405144205,2.282004210627192,1.8038462920579063e-05,1.1740926937770197e-05,2.8943229768257718e-05,0.23257856563046345,14.4807,19.2339
2656.5606,2.265,3.869527849047789,2.2815839941792664,1.8193412601435325e-05,1.1790741808451209e-05,2.9088383004855235e-05,0.2335264174814536,13.2651,18.9792
2656.6368,2.2746,3.869527849047789,2.2815839941792664,1.8270523754183127e-05,1.184071581346716e-05,2.921167151560428e-05,0.23352641748145353,12.2544,18.8321
2656.713,2.2822,3.867343028758923,2.298826301348373,1.805267125925932e-05,1.2060519514598266e-05,2.9591735858364584e-05,0.22680187294362494,11.4971,18.7556
2656.7892,2.2874,3.867343028758923,2.298826301348373,1.809380432846805e-05,1.208799944688988e-05,2.9659160723172013e-05,0.22680187294362503,10.9913,18.7126
2656.8654,2.2904,3.8879038738727245,2.3084158723282435,1.834782503630142e-05,1.2205046506258699e-05,2.996979669299344e-05,0.22776249470352483,10.6794,18.6953
2656.9416,2.2918,3.8879038738727245,2.3084158723282435,1.8359040088279594e-05,1.221250680363416e-05,2.9988115639627294e-05,0.2277624947035249,10.4951,18.7216
2657.0178,2.2928,3.9260440469167417,2.33986545773618,1.8603461367297564e-05,1.2553012042111762e-05,3.074401492123871e-05,0.2245672519910494,10.3798,18.8027
2657.094,2.2941,3.9260440469167417,2.33986545773618,1.8614009387088863e-05,1.256012950358016e-05,3.076144654170172e-05,0.22456725199104943,10.2634,18.9092
2657.1702,2.2961,3.932913375260324,2.3657543092742537,1.8381236477029967e-05,1.2850797444792097e-05,3.1266083371130375e-05,0.21650362576531149,10.0964,18.9996
2657.2464,2.2985,3.932913375260324,2.3657543092742537,1.840044947626557e-05,1.2864229749076537e-05,3.129876426485918e-05,0.21650362576531146,9.8854,19.0475
2657.3226,2.3008,3.9045236365872316,2.356869291957184,1.8035651426013225e-05,1.2780559442840238e-05,3.101552622992732e-05,0.21338687749316207,9.6985,19.0491
2657.3988,2.3024,3.9045236365872316,2.356869291957184,1.8048193603639102e-05,1.2789447175415231e-05,3.1037094746081655e-05,0.21338687749316207,9.5761,19.019
2657.475,2.3031,3.9045236365872316,2.356869291957184,1.8053680806350427e-05,1.2793335558416793e-05,3.104653097189919e-05,0.2133868774931621,9.5339,18.9652
2657.5512,2.3028,3.8464790456491755,2.318759433273285,1.7562397776795113e-05,1.2381338818472147e-05,3.0076196763997583e-05,0.21457772882872206,9.5342,18.9121
2657.6274,2.3015,3.792153179100857,2.280274800045785,1.7140547484512304e-05,1.1967001756310428e-05,2.9123333992600868e-05,0.21681832198460152,9.5664,18.9083
2657.7036,2.2999,3.792153179100857,2.280274800045785,1.7128631396754222e-05,1.195868231124847e-05,2.9103087486240602e-05,0.2168183219846015,9.6519,18.9991
2657.7798,2.2981,3.7183746018423522,2.2455139449510195,1.6323862028664358e-05,1.1587785184563585e-05,2.8111531269533665e-05,0.2129812048544802,9.8237,19.2097
2657.856,2.2966,3.7183746018423522,2.2455139449510195,1.6313207229898858e-05,1.1580221685248132e-05,2.8093182504508512e-05,0.2129812048544802,10.0831,19.5266
2657.9322,2.2954,3.676949579466987,2.223942551069324,1.589655761125339e-05,1.1352865847886386e-05,2.7509714356823732e-05,0.211575769740349,10.398,19.8918
2658.0084,2.2946,3.676949579466987,2.223942551069324,1.5891017293187255e-05,1.134890911151002e-05,2.7500126584982027e-05,0.211575769740349,10.6586,20.2239
2658.0846,2.2941,3.6753534271947212,2.218506918640917,1.593449486589565e-05,1.129103932013898e-05,2.74010680743969e-05,0.2133988421032099,10.7728,20.4509
2658.1608,2.2939,3.6753534271947212,2.218506918640917,1.5933105694118837e-05,1.1290054965549367e-05,2.7398679244958396e-05,0.2133988421032099,10.754,20.5581
2658.237,2.2935,3.692920569494877,2.21133964522799,1.6324288144602893e-05,1.1215267811408599e-05,2.7376349936192745e-05,0.22049470402946925,10.7266,20.5749
2658.3132,2.2926,3.692920569494877,2.21133964522799,1.6317882276135423e-05,1.1210866790684699e-05,2.7365607091221058e-05,0.2204947040294693,10.786,20.5546
2658.3894,2.2909,3.724085350953503,2.200394742731406,1.6982813595694655e-05,1.109193534791508e-05,2.7326566011998134e-05,0.23182137088162133,10.9881,20.5429
2658.4656,2.2883,3.724085350953503,2.200394742731406,1.696353937362088e-05,1.1079346831653096e-05,2.7295552405279728e-05,0.23182137088162136,11.3131,20.5354
2658.5418,2.285,3.772253884567546,2.2074351746973466,1.766961397245294e-05,1.1134279565372177e-05,2.7604609116352113e-05,0.23962259768485505,11.6811,20.4934
