Depth_m,Density_g_cm3,Vp_m_s,Vs_m_s,Bulk_Modulus_GPa,Shear_Modulus_GPa,Youngs_Modulus_GPa,Poissons_Ratio,Gamma_Ray_gAPI,Neutron_Porosity_pu
2566.8732,-7.036,4.956411870021026,2.4457843119947746,-0.00011672867598347145,-4.2088373298027067e-05,-0.00011271773193374241,0.33906020952140464,47.5322,26.9145
2566.9494,-5.2196,4.959113346978488,2.433360024716807,-8.715592652659769e-05,-3.090650957522069e-05,-8.291826675200645e-05,0.341436931760263,47.537,27.6576
2567.0256,-4.7685,4.959113346978488,2.433360024716807,-7.962354119895798e-05,-2.8235437755659412e-05,-7.57521179797193e-05,0.3414369317602631,47.5546,28.5708
2567.1018,-4.5007,4.959113346978488,2.433360024716807,-7.515186575949464e-05,-2.6649729413210928e-05,-7.14978625125978e-05,0.341436931760263,47.6722,29.4789
2567.178,-4.3301,4.986201244260061,2.392321965094704,-7.46130948118139e-05,-2.4782047306079424e-05,-6.693547609509092e-05,0.35048317978697796,47.9696,30.0165
2567.2542,-4.2308,5.043234818175501,2.3406902271575363,-7.670063765120194e-05,-2.317983709272229e-05,-6.317539486377619e-05,0.36272301248422495,48.384,29.6878
2567.3304,-4.1921,5.043234818175501,2.3406902271575363,-7.599904110277102e-05,-2.296780634310322e-05,-6.259751650005582e-05,0.36272301248422495,48.7253,28.3127
2567.4066,-4.2104,5.0758378129933455,2.3213465637901924,-7.82261289836997e-05,-2.2688371409366133e-05,-6.206477991349699e-05,0.3677663062205432,48.8214,26.2835
2567.4828,-4.2882,5.0758378129933455,2.3213465637901924,-7.967159564599588e-05,-2.3107608369191494e-05,-6.321161628943992e-05,0.36776630622054324,48.5313,24.2673
2567.559,-4.439,5.034953945368768,2.4076818321131674,-7.822192206743366e-05,-2.5732580281009225e-05,-6.956905544397089e-05,0.35176990966804095,47.856,22.8044
2567.6352,-4.7066,5.034953945368768,2.4076818321131674,-8.293744050520009e-05,-2.7283839231943684e-05,-7.376294578792373e-05,0.35176990966804095,46.9817,22.1075
2567.7114,-5.2933,4.996852376455776,2.504628385624025,-8.78916252052237e-05,-3.320573556094464e-05,-8.847514318020159e-05,0.3322268229507734,46.1414,22.1085
2567.7876,0.0522,4.996852376455776,2.504628385624025,8.667452885180657e-07,3.2745912687384244e-07,8.724996644827466e-07,0.33222682295077344,45.4478,22.594
2567.8638,0.0522,4.853897370646343,2.576165063888556,7.679394875714278e-07,3.464318999800762e-07,9.034424277213056e-07,0.30392499618722146,45.0207,23.3024
2567.94,0.0522,4.853897370646343,2.576165063888556,7.679394875714278e-07,3.464318999800762e-07,9.034424277213056e-07,0.30392499618722146,44.9204,23.9704
2568.0162,0.0522,4.757564027321654,2.538278201286794,7.330936943381054e-07,3.363170950560671e-07,8.751258359248647e-07,0.30104274922298146,45.1418,24.4207
2568.0924,0.0522,4.757564027321654,2.538278201286794,7.330936943381054e-07,3.363170950560671e-07,8.751258359248647e-07,0.30104274922298146,45.6786,24.6491
2568.1686,0.0522,4.632697604007709,2.4751510426817385,6.939149672947722e-07,3.1979665410941953e-07,8.316346465091309e-07,0.3002553901401736,46.4241,24.7379
2568.2448,0.0523,4.632697604007709,2.4751510426817385,6.952443063125784e-07,3.204092913778284e-07,8.332278163300296e-07,0.3002553901401736,47.1737,24.8098
2568.321,0.0523,4.632697604007709,2.4751510426817385,6.952443063125784e-07,3.204092913778284e-07,8.332278163300296e-07,0.3002553901401736,47.7102,25.0345
2568.3972,0.0524,4.5591886798097345,2.3967445792132733,6.878559517932711e-07,3.0100575188658225e-07,7.88064865439738e-07,0.3090528345396499,47.8866,25.5401
2568.4734,0.0524,4.305844958502561,2.3555068860709016,5.838626623048748e-07,2.907368249731577e-07,7.480462368362945e-07,0.28646626877306974,47.6446,26.3783
2568.5496,0.0524,4.305844958502561,2.3555068860709016,5.838626623048748e-07,2.907368249731577e-07,7.480462368362945e-07,0.28646626877306974,47.1823,27.5484
2568.6258,0.0524,4.239863901481588,2.2937937376721758,5.743630175143198e-07,2.7570206085556635e-07,7.130197842675324e-07,0.29309839406870836,46.8087,28.9601
2568.702,0.0523,4.239863901481588,2.2937937376721758,5.732669048854757e-07,2.751759118844679e-07,7.116590594883956e-07,0.29309839406870836,46.761,30.4219
2568.7782,0.0523,4.2235195164569,2.273690241035036,5.724353907356255e-07,2.7037360042690735e-07,7.007883149100251e-07,0.29596290799751346,47.0596,31.7225
2568.8544,0.0524,4.2235195164569,2.273690241035036,5.735299134712579e-07,2.708905671581252e-07,7.021282543266792e-07,0.29596290799751346,47.5913,32.7671
2568.9306,0.0524,4.142711518858308,2.2678520806873204,5.399569169222909e-07,2.695012203375972e-07,6.931781842815003e-07,0.2860390454135496,48.0786,33.5601
2569.0068,0.0524,4.142711518858308,2.2678520806873204,5.399569169222909e-07,2.695012203375972e-07,6.931781842815003e-07,0.2860390454135496,48.2589,34.1609
2569.083,0.0524,4.149394539625493,2.2986546686143896,5.330332708329114e-07,2.768718161624391e-07,7.080261703544768e-07,0.27861726803403114,48.0275,34.5676
